date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,revenue,profit_margin,price_to_cost_ratio,price_to_market_ratio,is_weekend,month
2024-01-01,49,Kopitiam,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,7.38,8.2,651,0,0,Rainy,5338.2,0.6585365853658537,2.9285714285714284,1.111111111111111,0,1
2024-01-01,27,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,15.68,14.6,410,1,0,Cloudy,5986.0,0.5205479452054794,2.085714285714286,0.9311224489795918,0,1
2024-01-01,5,Cafe,Mushroom Soup,Dinner,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,12.68,19.43,73,0,1,Cloudy,1418.3899999999999,0.8198661863098301,5.551428571428572,1.5323343848580442,0,1
2024-01-01,42,Fine Dining,Spaghetti Carbonara,Dinner,"Spaghetti, Eggs, Cheese, Beef Bacon, Black Pepper",9.0,40.64,56.82,143,0,0,Sunny,8125.26,0.8416050686378036,6.3133333333333335,1.3981299212598426,0,1
2024-01-02,22,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,17.48,31.53,0,0,0,Sunny,0.0,0.7779892166190929,4.5042857142857144,1.8037757437070938,0,1
2024-01-02,39,Casual Dining,Chicken Chop,Lunch,"Chicken Thigh, Black Pepper Sauce, Fries, Coleslaw",8.0,22.02,47.06,143,0,0,Cloudy,6729.58,0.8300042498937527,5.8825,2.1371480472297915,0,1
2024-01-02,19,Casual Dining,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,7.63,11.9,294,0,0,Sunny,3498.6,0.7647058823529412,4.25,1.5596330275229358,0,1
2024-01-02,44,Food Stall,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,5.7,9.24,356,0,0,Rainy,3289.44,0.696969696969697,3.3000000000000003,1.6210526315789473,0,1
2024-01-02,20,Casual Dining,Cendol,Lunch,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,5.45,11.22,172,0,0,Rainy,1929.8400000000001,0.82174688057041,5.61,2.0587155963302752,0,1
2024-01-02,40,Food Stall,Beef Rendang,Dinner,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,22.08,33.39,1,0,0,Sunny,33.39,0.7304582210242587,3.71,1.5122282608695654,0,1
2024-01-02,3,Cafe,Chicken Chop,Dinner,"Chicken Thigh, Black Pepper Sauce, Fries, Coleslaw",8.0,28.43,23.57,236,1,0,Cloudy,5562.52,0.6605854900296988,2.94625,0.8290538163911362,0,1
2024-01-02,19,Casual Dining,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,9.51,12.94,389,0,0,Cloudy,5033.66,0.7836166924265843,4.621428571428572,1.3606729758149316,0,1
2024-01-02,47,Food Stall,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,4.81,7.02,190,0,0,Sunny,1333.8,0.715099715099715,3.51,1.4594594594594594,0,1
2024-01-02,15,Food Stall,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,3.61,7.35,186,0,0,Rainy,1367.1,0.7278911564625851,3.675,2.03601108033241,0,1
2024-01-02,6,Fine Dining,Mushroom Soup,Dinner,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,15.08,29.28,30,0,0,Sunny,878.4000000000001,0.880464480874317,8.365714285714287,1.9416445623342176,0,1
2024-01-02,18,Food Stall,Roti Canai,Dinner,"Flour, Ghee, Egg, Water, Curry",0.8,2.09,2.06,711,1,0,Sunny,1464.66,0.6116504854368932,2.5749999999999997,0.9856459330143542,0,1
2024-01-02,42,Fine Dining,Nasi Lemak,Lunch,"Rice, Coconut Milk, Sambal, Anchovies, Egg, Peanuts",2.5,13.47,10.89,238,1,0,Sunny,2591.82,0.7704315886134068,4.356,0.8084632516703786,0,1
2024-01-02,3,Cafe,Mushroom Soup,Lunch,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,12.49,20.13,20,0,0,Sunny,402.59999999999997,0.8261301539990065,5.751428571428571,1.6116893514811848,0,1
2024-01-02,13,Food Stall,Nasi Lemak,Lunch,"Rice, Coconut Milk, Sambal, Anchovies, Egg, Peanuts",2.5,5.55,7.91,350,0,0,Sunny,2768.5,0.683944374209861,3.164,1.4252252252252253,0,1
2024-01-02,18,Food Stall,Roti Canai,Dinner,"Flour, Ghee, Egg, Water, Curry",0.8,1.88,2.2,301,0,0,Sunny,662.2,0.6363636363636364,2.75,1.170212765957447,0,1
2024-01-02,42,Fine Dining,Beef Rendang,Dinner,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,51.38,66.88,126,0,0,Cloudy,8426.88,0.8654306220095693,7.431111111111111,1.3016738030362007,0,1
2024-01-02,3,Cafe,Spaghetti Carbonara,Dinner,"Spaghetti, Eggs, Cheese, Beef Bacon, Black Pepper",9.0,33.81,41.11,12,0,0,Sunny,493.32,0.7810751641936269,4.567777777777778,1.2159124519372966,0,1
2024-01-02,33,Cafe,Teh Tarik,Lunch,"Black Tea, Condensed Milk, Evaporated Milk",0.9,2.81,3.16,385,0,0,Cloudy,1216.6000000000001,0.7151898734177216,3.511111111111111,1.1245551601423487,0,1
2024-01-02,44,Food Stall,Cendol,Lunch,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,5.23,5.63,353,0,0,Cloudy,1987.3899999999999,0.6447602131438721,2.815,1.0764818355640535,0,1
2024-01-02,22,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,17.36,13.38,318,1,0,Sunny,4254.84,0.476831091180867,1.9114285714285715,0.7707373271889402,0,1
2024-01-02,8,Casual Dining,Mushroom Soup,Lunch,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,10.52,20.21,88,0,0,Rainy,1778.48,0.8268184067293419,5.774285714285715,1.9211026615969584,0,1
2024-01-02,33,Cafe,Mushroom Soup,Lunch,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,13.43,17.73,59,0,0,Cloudy,1046.07,0.8025944726452341,5.065714285714286,1.3201787043931497,0,1
2024-01-02,41,Cafe,Iced Lemon Tea,Dinner,"Black Tea, Lemon, Sugar Syrup",1.2,4.33,4.87,357,0,0,Sunny,1738.5900000000001,0.7535934291581109,4.058333333333334,1.1247113163972287,0,1
2024-01-02,14,Food Stall,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,6.57,9.57,416,0,0,Cloudy,3981.12,0.7074190177638454,3.417857142857143,1.45662100456621,0,1
2024-01-02,6,Fine Dining,Chicken Chop,Lunch,"Chicken Thigh, Black Pepper Sauce, Fries, Coleslaw",8.0,36.95,71.87,94,0,0,Sunny,6755.780000000001,0.8886879087240852,8.98375,1.945060893098782,0,1
2024-01-02,10,Fine Dining,Beef Rendang,Lunch,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,36.42,60.28,241,0,0,Rainy,14527.48,0.8506967485069675,6.697777777777778,1.655134541460736,0,1
2024-01-02,31,Food Stall,Laksa,Lunch,"Rice Noodles, Fish Broth, Tamarind, Shrimp Paste, Cucumber, Mint",4.5,10.84,20.42,73,0,0,Sunny,1490.66,0.7796278158667973,4.537777777777778,1.8837638376383765,0,1
2024-01-02,11,Food Stall,Teh Tarik,Lunch,"Black Tea, Condensed Milk, Evaporated Milk",0.9,2.18,2.46,385,0,0,Cloudy,947.1,0.6341463414634146,2.7333333333333334,1.128440366972477,0,1
2024-01-02,49,Kopitiam,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,5.7,6.77,220,0,0,Cloudy,1489.3999999999999,0.7045790251107829,3.385,1.187719298245614,0,1
2024-01-02,13,Food Stall,Nasi Lemak,Breakfast,"Rice, Coconut Milk, Sambal, Anchovies, Egg, Peanuts",2.5,6.1,8.55,259,0,0,Cloudy,2214.4500000000003,0.7076023391812866,3.4200000000000004,1.4016393442622952,0,1
2024-01-02,50,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,15.26,26.91,0,0,0,Cloudy,0.0,0.7398736529171311,3.8442857142857143,1.7634338138925296,0,1
2024-01-02,5,Cafe,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,7.08,10.74,120,0,0,Sunny,1288.8,0.813780260707635,5.37,1.5169491525423728,0,1
2024-01-02,2,Food Stall,Roti Canai,Dinner,"Flour, Ghee, Egg, Water, Curry",0.8,2.13,1.6,524,1,1,Cloudy,838.4000000000001,0.5,2.0,0.7511737089201879,0,1
2024-01-03,6,Fine Dining,Spaghetti Carbonara,Dinner,"Spaghetti, Eggs, Cheese, Beef Bacon, Black Pepper",9.0,45.72,61.65,92,0,0,Sunny,5671.8,0.8540145985401459,6.85,1.3484251968503937,0,1
2024-01-03,38,Fine Dining,Beef Rendang,Lunch,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,49.12,53.04,148,1,0,Sunny,7849.92,0.830316742081448,5.8933333333333335,1.0798045602605864,0,1
2024-01-03,46,Casual Dining,Spaghetti Carbonara,Lunch,"Spaghetti, Eggs, Cheese, Beef Bacon, Black Pepper",9.0,24.51,53.13,148,0,0,Sunny,7863.240000000001,0.8306041784302653,5.903333333333333,2.167686658506732,0,1
2024-01-03,50,Food Stall,Roti Canai,Breakfast,"Flour, Ghee, Egg, Water, Curry",0.8,1.74,2.92,239,0,0,Sunny,697.88,0.726027397260274,3.65,1.6781609195402298,0,1
2024-01-03,40,Food Stall,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,3.75,8.38,64,0,0,Sunny,536.32,0.7613365155131265,4.19,2.234666666666667,0,1
2024-01-03,11,Food Stall,Laksa,Lunch,"Rice Noodles, Fish Broth, Tamarind, Shrimp Paste, Cucumber, Mint",4.5,9.08,13.76,263,0,0,Cloudy,3618.88,0.6729651162790697,3.057777777777778,1.5154185022026432,0,1
2024-01-03,22,Food Stall,Roti Canai,Dinner,"Flour, Ghee, Egg, Water, Curry",0.8,1.62,1.73,673,1,1,Cloudy,1164.29,0.5375722543352601,2.1624999999999996,1.067901234567901,0,1
2024-01-03,28,Fine Dining,Nasi Lemak,Breakfast,"Rice, Coconut Milk, Sambal, Anchovies, Egg, Peanuts",2.5,12.98,12.19,503,1,0,Sunny,6131.57,0.7949138638228056,4.8759999999999994,0.9391371340523882,0,1
2024-01-03,16,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,14.28,27.15,99,0,0,Cloudy,2687.85,0.7421731123388582,3.8785714285714286,1.9012605042016806,0,1
2024-01-03,18,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,14.38,24.66,181,0,0,Sunny,4463.46,0.716139497161395,3.5228571428571427,1.7148817802503475,0,1
2024-01-03,20,Casual Dining,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,5.1,11.45,119,0,0,Cloudy,1362.55,0.8253275109170306,5.725,2.2450980392156863,0,1
2024-01-03,6,Fine Dining,Mushroom Soup,Lunch,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,15.14,22.46,210,0,0,Sunny,4716.6,0.8441674087266251,6.417142857142857,1.4834874504623514,0,1
2024-01-03,19,Casual Dining,Teh Tarik,Lunch,"Black Tea, Condensed Milk, Evaporated Milk",0.9,2.99,3.79,496,0,0,Rainy,1879.84,0.762532981530343,4.211111111111111,1.2675585284280935,0,1
2024-01-03,23,Fine Dining,Beef Rendang,Lunch,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,44.46,74.97,23,0,0,Rainy,1724.31,0.879951980792317,8.33,1.6862348178137652,0,1
2024-01-03,25,Fine Dining,Beef Rendang,Dinner,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,41.75,62.39,103,1,0,Rainy,6426.17,0.8557461131591602,6.932222222222222,1.4943712574850299,0,1
2024-01-03,44,Food Stall,Laksa,Lunch,"Rice Noodles, Fish Broth, Tamarind, Shrimp Paste, Cucumber, Mint",4.5,12.65,14.06,192,0,0,Sunny,2699.52,0.6799431009957326,3.1244444444444444,1.1114624505928854,0,1
2024-01-03,23,Fine Dining,Beef Rendang,Dinner,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,42.29,73.42,113,0,0,Sunny,8296.460000000001,0.8774175973849088,8.157777777777778,1.736107826909435,0,1
2024-01-03,46,Casual Dining,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,6.72,9.66,274,0,0,Rainy,2646.84,0.7929606625258799,4.83,1.4375,0,1
2024-01-03,8,Casual Dining,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,8.49,15.34,232,0,0,Rainy,3558.88,0.817470664928292,5.478571428571429,1.806831566548881,0,1
2024-01-04,32,Fine Dining,Mushroom Soup,Dinner,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,13.64,28.55,0,0,0,Cloudy,0.0,0.8774080560420315,8.157142857142857,2.093108504398827,0,1
2024-01-04,23,Fine Dining,Beef Rendang,Lunch,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,44.7,68.43,194,0,0,Cloudy,13275.420000000002,0.868478737395879,7.603333333333334,1.5308724832214766,0,1
2024-01-04,5,Cafe,Iced Lemon Tea,Lunch,"Black Tea, Lemon, Sugar Syrup",1.2,3.73,5.86,226,0,0,Sunny,1324.3600000000001,0.7952218430034129,4.883333333333334,1.5710455764075069,0,1
2024-01-04,2,Food Stall,Roti Canai,Breakfast,"Flour, Ghee, Egg, Water, Curry",0.8,1.95,2.21,435,0,0,Cloudy,961.35,0.6380090497737556,2.7624999999999997,1.1333333333333333,0,1
2024-01-04,50,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,13.95,24.04,53,0,0,Sunny,1274.12,0.7088186356073212,3.434285714285714,1.7232974910394265,0,1
2024-01-04,30,Cafe,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,6.35,7.92,359,0,1,Sunny,2843.28,0.7474747474747475,3.96,1.247244094488189,0,1
2024-01-04,39,Casual Dining,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,8.14,11.21,619,1,0,Sunny,6938.990000000001,0.7502230151650312,4.003571428571429,1.3771498771498771,0,1
2024-01-04,19,Casual Dining,Cendol,Lunch,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,6.74,11.23,218,0,0,Cloudy,2448.14,0.8219056099732859,5.615,1.6661721068249258,0,1
2024-01-04,30,Cafe,Cendol,Lunch,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,5.79,6.65,425,1,0,Sunny,2826.25,0.6992481203007519,3.325,1.14853195164076,0,1
2024-01-04,13,Food Stall,Nasi Lemak,Lunch,"Rice, Coconut Milk, Sambal, Anchovies, Egg, Peanuts",2.5,4.47,7.31,346,0,0,Sunny,2529.2599999999998,0.6580027359781122,2.924,1.6353467561521253,0,1
2024-01-04,39,Casual Dining,Beef Rendang,Dinner,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,31.28,46.56,0,0,0,Cloudy,0.0,0.8067010309278351,5.173333333333334,1.4884910485933505,0,1
2024-01-04,20,Casual Dining,Teh Tarik,Dinner,"Black Tea, Condensed Milk, Evaporated Milk",0.9,2.64,4.22,577,0,0,Sunny,2434.94,0.7867298578199052,4.688888888888888,1.5984848484848484,0,1
2024-01-04,26,Food Stall,Nasi Lemak,Lunch,"Rice, Coconut Milk, Sambal, Anchovies, Egg, Peanuts",2.5,5.47,7.74,259,0,0,Sunny,2004.66,0.6770025839793282,3.096,1.4149908592321756,0,1
2024-01-04,23,Fine Dining,Mushroom Soup,Dinner,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,18.5,26.95,73,0,0,Cloudy,1967.35,0.8701298701298701,7.7,1.4567567567567568,0,1
2024-01-04,33,Cafe,Cendol,Lunch,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,6.7,9.42,231,0,0,Rainy,2176.02,0.7876857749469215,4.71,1.4059701492537313,0,1
2024-01-04,50,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,14.13,23.99,129,0,0,Sunny,3094.7099999999996,0.7082117548978741,3.427142857142857,1.697806086341118,0,1
2024-01-04,13,Food Stall,Teh Tarik,Lunch,"Black Tea, Condensed Milk, Evaporated Milk",0.9,1.8,2.43,506,0,0,Sunny,1229.5800000000002,0.6296296296296297,2.7,1.35,0,1
2024-01-04,2,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,15.98,24.27,172,0,0,Sunny,4174.44,0.711578079934075,3.467142857142857,1.5187734668335418,0,1
2024-01-04,10,Fine Dining,Chicken Chop,Dinner,"Chicken Thigh, Black Pepper Sauce, Fries, Coleslaw",8.0,40.62,49.74,191,0,0,Cloudy,9500.34,0.8391636509851227,6.2175,1.2245199409158052,0,1
2024-01-04,47,Food Stall,Laksa,Lunch,"Rice Noodles, Fish Broth, Tamarind, Shrimp Paste, Cucumber, Mint",4.5,8.86,15.33,178,0,0,Sunny,2728.7400000000002,0.7064579256360078,3.4066666666666667,1.7302483069977428,0,1
2024-01-04,44,Food Stall,Laksa,Lunch,"Rice Noodles, Fish Broth, Tamarind, Shrimp Paste, Cucumber, Mint",4.5,9.21,14.53,270,0,0,Sunny,3923.1,0.6902959394356504,3.2288888888888887,1.5776330076004341,0,1
2024-01-04,34,Casual Dining,Char Kway Teow,Lunch,"Flat Rice Noodles, Prawns, Cockles, Bean Sprouts, Chives, Soy Sauce",5.0,14.73,28.49,207,0,0,Sunny,5897.429999999999,0.8244998244998245,5.6979999999999995,1.9341479972844533,0,1
2024-01-04,10,Fine Dining,Iced Lemon Tea,Breakfast,"Black Tea, Lemon, Sugar Syrup",1.2,6.84,8.44,141,0,0,Cloudy,1190.04,0.8578199052132701,7.033333333333333,1.2339181286549707,0,1
2024-01-04,23,Fine Dining,Nasi Lemak,Lunch,"Rice, Coconut Milk, Sambal, Anchovies, Egg, Peanuts",2.5,11.46,9.51,477,1,0,Sunny,4536.2699999999995,0.7371188222923238,3.804,0.8298429319371727,0,1
2024-01-04,44,Food Stall,Teh Tarik,Breakfast,"Black Tea, Condensed Milk, Evaporated Milk",0.9,1.87,2.81,497,0,0,Sunny,1396.57,0.6797153024911032,3.1222222222222222,1.5026737967914439,0,1
2024-01-04,48,Casual Dining,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,9.42,14.13,338,0,0,Sunny,4775.9400000000005,0.8018400566171268,5.046428571428572,1.5,0,1
2024-01-04,13,Food Stall,Cendol,Lunch,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,4.89,7.04,279,0,0,Sunny,1964.16,0.7159090909090909,3.52,1.4396728016359919,0,1
2024-01-04,11,Food Stall,Cendol,Dinner,"Rice Flour Jelly, Coconut Milk, Palm Sugar, Red Beans",2.0,5.1,6.9,192,0,0,Sunny,1324.8000000000002,0.7101449275362319,3.45,1.3529411764705883,0,1
2024-01-05,23,Fine Dining,Spaghetti Carbonara,Dinner,"Spaghetti, Eggs, Cheese, Beef Bacon, Black Pepper",9.0,51.96,76.18,128,0,0,Cloudy,9751.04,0.8818587555788922,8.464444444444446,1.4661277906081602,0,1
2024-01-05,12,Cafe,Teh Tarik,Lunch,"Black Tea, Condensed Milk, Evaporated Milk",0.9,3.27,3.22,316,0,0,Cloudy,1017.5200000000001,0.7204968944099379,3.577777777777778,0.9847094801223242,0,1
2024-01-05,28,Fine Dining,Chicken Chop,Dinner,"Chicken Thigh, Black Pepper Sauce, Fries, Coleslaw",8.0,45.43,68.49,40,0,0,Sunny,2739.6,0.8831946269528398,8.56125,1.5075941008144398,0,1
2024-01-05,4,Cafe,Teh Tarik,Lunch,"Black Tea, Condensed Milk, Evaporated Milk",0.9,2.88,3.62,439,0,0,Sunny,1589.18,0.7513812154696133,4.022222222222222,1.2569444444444444,0,1
2024-01-05,36,Food Stall,Tandoori Chicken,Dinner,"Chicken, Yogurt, Tandoori Masala, Ginger, Garlic",7.0,13.35,24.16,59,0,0,Cloudy,1425.44,0.7102649006622517,3.4514285714285715,1.809737827715356,0,1
2024-01-05,4,Cafe,Teh Tarik,Dinner,"Black Tea, Condensed Milk, Evaporated Milk",0.9,3.42,3.89,226,0,0,Cloudy,879.14,0.7686375321336761,4.322222222222222,1.1374269005847955,0,1
2024-01-05,18,Food Stall,Roti Canai,Dinner,"Flour, Ghee, Egg, Water, Curry",0.8,2.13,2.34,373,0,0,Sunny,872.8199999999999,0.6581196581196581,2.925,1.0985915492957747,0,1
2024-01-05,5,Cafe,Iced Lemon Tea,Breakfast,"Black Tea, Lemon, Sugar Syrup",1.2,3.59,4.29,340,0,0,Cloudy,1458.6,0.7202797202797202,3.575,1.1949860724233985,0,1
2024-01-05,9,Casual Dining,Teh Tarik,Dinner,"Black Tea, Condensed Milk, Evaporated Milk",0.9,2.41,4.5,535,0,0,Sunny,2407.5,0.8,5.0,1.867219917012448,0,1
2024-01-05,25,Fine Dining,Beef Rendang,Lunch,"Beef, Coconut Milk, Galangal, Lemongrass, Spices, Chili",9.0,55.63,68.8,153,0,0,Sunny,10526.4,0.8691860465116279,7.644444444444444,1.2367427646953082,0,1
2024-01-05,43,Casual Dining,Mushroom Soup,Lunch,"Mushrooms, Cream, Onion, Garlic, Vegetable Broth",3.5,11.24,22.87,86,0,0,Sunny,1966.8200000000002,0.8469610843900306,6.534285714285715,2.034697508896797,0,1
2024-01-05,1,Food Stall,Kaya Toast Set,Breakfast,"White Bread, Kaya, Butter, Soft-Boiled Eggs",2.8,6.02,6.6,726,1,0,Cloudy,4791.599999999999,0.5757575757575758,2.357142857142857,1.0963455149501662,0,1
